-182.388, 78.295, 1.699,  1.765
-182.358, 78.247, 1.704,  1.798
-182.329, 78.198, 1.709,  1.831
-182.300, 78.149, 1.715,  1.864
-182.272, 78.099, 1.722,  1.897
-182.244, 78.048, 1.728,  1.930
-182.216, 77.997, 1.734,  1.963
-182.190, 77.946, 1.740,  1.996
-182.163, 77.894, 1.746,  2.029
-182.137, 77.841, 1.751,  2.062
-182.112, 77.789, 1.756,  2.095
-182.087, 77.735, 1.761,  2.128
-182.063, 77.681, 1.766,  2.161
-182.039, 77.627, 1.771,  2.194
-182.016, 77.573, 1.775,  2.227
-181.993, 77.518, 1.780,  2.260
-181.970, 77.462, 1.785,  2.293
-181.948, 77.406, 1.790,  2.326
-181.927, 77.350, 1.796,  2.359
-181.906, 77.293, 1.802,  2.392
-181.885, 77.236, 1.808,  2.425
-181.865, 77.179, 1.814,  2.458
-181.845, 77.121, 1.820,  2.491
-181.826, 77.063, 1.826,  2.524
-181.807, 77.004, 1.832,  2.557
-181.788, 76.945, 1.839,  2.590
-181.770, 76.886, 1.845,  2.623
-181.752, 76.826, 1.851,  2.656
-181.735, 76.766, 1.857,  2.689
-181.718, 76.706, 1.863,  2.722
-181.701, 76.645, 1.869,  2.755
-181.685, 76.584, 1.876,  2.788
-181.669, 76.523, 1.882,  2.821
-181.653, 76.462, 1.888,  2.854
-181.638, 76.400, 1.894,  2.887
-181.623, 76.338, 1.900,  2.920
-181.609, 76.275, 1.906,  2.953
-181.594, 76.213, 1.912,  2.986
-181.580, 76.150, 1.918,  3.019
-181.567, 76.087, 1.924,  3.052
-181.553, 76.023, 1.931,  3.085
-181.540, 75.959, 1.937,  3.118
-181.527, 75.895, 1.944,  3.151
-181.515, 75.831, 1.950,  3.184
-181.502, 75.767, 1.956,  3.217
-181.490, 75.702, 1.963,  3.250
-181.479, 75.637, 1.969,  3.283
-181.467, 75.572, 1.976,  3.316
-181.456, 75.506, 1.982,  3.349
-181.445, 75.440, 1.988,  3.382
-181.434, 75.374, 1.995,  3.415
-181.423, 75.308, 2.001,  3.448
-181.413, 75.242, 2.008,  3.481
-181.403, 75.175, 2.014,  3.514
-181.393, 75.108, 2.021,  3.547
-181.383, 75.041, 2.027,  3.580
-181.373, 74.973, 2.034,  3.613
-181.364, 74.906, 2.041,  3.646
-181.355, 74.838, 2.048,  3.679
-181.346, 74.770, 2.054,  3.712
-181.337, 74.701, 2.061,  3.745
-181.328, 74.632, 2.068,  3.778
-181.320, 74.564, 2.074,  3.811
-181.312, 74.495, 2.081,  3.844
-181.304, 74.425, 2.088,  3.877
-181.296, 74.356, 2.094,  3.910
-181.288, 74.286, 2.101,  3.943
-181.280, 74.216, 2.108,  3.976
-181.273, 74.146, 2.115,  4.009
-181.266, 74.075, 2.122,  4.042
-181.259, 74.004, 2.128,  4.075
-181.252, 73.933, 2.135,  4.108
-181.245, 73.862, 2.142,  4.141
-181.238, 73.791, 2.149,  4.174
-181.232, 73.719, 2.156,  4.207
-181.226, 73.647, 2.163,  4.240
-181.220, 73.575, 2.170,  4.273
-181.214, 73.502, 2.177,  4.306
-181.208, 73.430, 2.185,  4.339
-181.202, 73.357, 2.192,  4.372
-181.197, 73.284, 2.199,  4.405
-181.192, 73.210, 2.206,  4.438
-181.187, 73.136, 2.213,  4.471
-181.182, 73.063, 2.221,  4.504
-181.177, 72.988, 2.228,  4.537
-181.172, 72.914, 2.235,  4.570
-181.168, 72.839, 2.242,  4.603
-181.163, 72.764, 2.250,  4.636
-181.159, 72.689, 2.257,  4.669
-181.155, 72.614, 2.264,  4.702
-181.151, 72.538, 2.272,  4.735
-181.147, 72.462, 2.279,  4.768
-181.144, 72.386, 2.287,  4.801
-181.140, 72.310, 2.294,  4.834
-181.137, 72.233, 2.301,  4.867
-181.134, 72.156, 2.309,  4.900
-181.131, 72.079, 2.317,  4.933
-181.128, 72.001, 2.324,  4.966
-181.125, 71.924, 2.332,  4.999
-181.122, 71.846, 2.339,  5.032
-181.120, 71.768, 2.347,  5.065
-181.117, 71.689, 2.355,  5.098
-181.115, 71.610, 2.362,  5.131
-181.113, 71.531, 2.370,  5.164
-181.111, 71.452, 2.378,  5.197
-181.109, 71.373, 2.385,  5.230
-181.107, 71.293, 2.393,  5.263
-181.105, 71.213, 2.401,  5.296
-181.104, 71.133, 2.409,  5.329
-181.102, 71.052, 2.417,  5.362
-181.101, 70.971, 2.425,  5.395
-181.100, 70.890, 2.433,  5.428
-181.099, 70.809, 2.441,  5.461
-181.098, 70.728, 2.449,  5.494
-181.097, 70.646, 2.457,  5.527
-181.096, 70.564, 2.465,  5.560
-181.095, 70.481, 2.473,  5.593
-181.094, 70.398, 2.481,  5.626
-181.094, 70.316, 2.489,  5.659
-181.093, 70.232, 2.497,  5.692
-181.093, 70.149, 2.505,  5.725
-181.092, 70.065, 2.513,  5.758
-181.092, 69.981, 2.522,  5.791
-181.092, 69.897, 2.530,  5.824
-181.092, 69.812, 2.538,  5.857
-181.092, 69.727, 2.546,  5.890
-181.092, 69.642, 2.555,  5.923
-181.092, 69.557, 2.563,  5.956
-181.092, 69.471, 2.572,  5.989
-181.092, 69.385, 2.580,  6.022
-181.093, 69.299, 2.589,  6.055
-181.093, 69.213, 2.597,  6.088
-181.094, 69.126, 2.606,  6.121
-181.094, 69.039, 2.614,  6.154
-181.095, 68.951, 2.623,  6.187
-181.095, 68.864, 2.631,  6.220
-181.096, 68.776, 2.640,  6.253
-181.097, 68.687, 2.648,  6.286
-181.097, 68.599, 2.657,  6.319
-181.098, 68.510, 2.666,  6.352
-181.099, 68.421, 2.674,  6.385
-181.100, 68.332, 2.683,  6.418
-181.101, 68.242, 2.692,  6.451
-181.102, 68.152, 2.701,  6.484
-181.103, 68.062, 2.710,  6.517
-181.104, 67.971, 2.719,  6.550
-181.105, 67.880, 2.728,  6.583
-181.106, 67.789, 2.737,  6.616
-181.107, 67.698, 2.746,  6.649
-181.108, 67.606, 2.755,  6.682
-181.110, 67.514, 2.764,  6.715
-181.111, 67.421, 2.773,  6.748
-181.112, 67.329, 2.782,  6.781
-181.114, 67.236, 2.791,  6.814
-181.115, 67.143, 2.800,  6.847
-181.116, 67.049, 2.809,  6.880
-181.118, 66.955, 2.819,  6.913
-181.119, 66.861, 2.828,  6.946
-181.120, 66.766, 2.837,  6.979
-181.122, 66.672, 2.847,  7.012
-181.123, 66.577, 2.856,  7.045
-181.125, 66.481, 2.866,  7.078
-181.126, 66.385, 2.875,  7.111
-181.128, 66.289, 2.885,  7.144
-181.129, 66.193, 2.894,  7.177
-181.131, 66.096, 2.904,  7.210
-181.132, 65.999, 2.913,  7.243
-181.134, 65.902, 2.923,  7.276
-181.135, 65.804, 2.932,  7.309
-181.137, 65.706, 2.942,  7.342
-181.139, 65.608, 2.952,  7.375
-181.140, 65.509, 2.961,  7.408
-181.142, 65.410, 2.971,  7.441
-181.143, 65.311, 2.981,  7.474
-181.145, 65.211, 2.991,  7.507
-181.146, 65.111, 3.001,  7.540
-181.148, 65.011, 3.011,  7.573
-181.150, 64.911, 3.021,  7.606
-181.151, 64.810, 3.031,  7.639
-181.153, 64.708, 3.041,  7.672
-181.155, 64.607, 3.051,  7.705
-181.156, 64.505, 3.061,  7.738
-181.158, 64.403, 3.071,  7.771
-181.159, 64.300, 3.081,  7.804
-181.161, 64.197, 3.091,  7.837
-181.163, 64.094, 3.101,  7.870
-181.164, 63.990, 3.111,  7.903
-181.166, 63.886, 3.122,  7.936
-181.167, 63.782, 3.132,  7.969
-181.169, 63.677, 3.142,  8.002
-181.170, 63.572, 3.153,  8.035
-181.172, 63.467, 3.163,  8.068
-181.173, 63.361, 3.174,  8.101
-181.175, 63.255, 3.184,  8.134
-181.177, 63.149, 3.195,  8.167
-181.178, 63.042, 3.205,  8.200
-181.180, 62.935, 3.216,  8.233
-181.181, 62.827, 3.226,  8.266
-181.183, 62.720, 3.237,  8.299
-181.184, 62.612, 3.248,  8.332
-181.186, 62.503, 3.258,  8.365
-181.187, 62.394, 3.269,  8.398
-181.189, 62.285, 3.280,  8.431
-181.190, 62.175, 3.291,  8.464
-181.191, 62.065, 3.302,  8.497
-181.193, 61.955, 3.313,  8.530
-181.194, 61.844, 3.324,  8.563
-181.196, 61.733, 3.335,  8.596
-181.197, 61.622, 3.346,  8.629
-181.199, 61.510, 3.357,  8.662
-181.200, 61.398, 3.368,  8.695
-181.201, 61.285, 3.379,  8.728
-181.203, 61.172, 3.390,  8.761
-181.204, 61.059, 3.401,  8.794
-181.205, 60.946, 3.413,  8.827
-181.207, 60.831, 3.424,  8.860
-181.208, 60.717, 3.435,  8.893
-181.209, 60.602, 3.446,  8.926
-181.211, 60.487, 3.458,  8.959
-181.212, 60.372, 3.469,  8.992
-181.213, 60.256, 3.481,  9.025
-181.214, 60.139, 3.492,  9.058
-181.216, 60.023, 3.504,  9.091
-181.217, 59.906, 3.516,  9.124
-181.218, 59.788, 3.527,  9.157
-181.219, 59.670, 3.539,  9.190
-181.221, 59.552, 3.551,  9.223
-181.222, 59.433, 3.563,  9.256
-181.223, 59.314, 3.574,  9.289
-181.224, 59.195, 3.586,  9.322
-181.225, 59.075, 3.598,  9.355
-181.226, 58.955, 3.610,  9.388
-181.228, 58.834, 3.622,  9.421
-181.229, 58.713, 3.634,  9.454
-181.230, 58.592, 3.646,  9.487
-181.231, 58.470, 3.658,  9.520
-181.232, 58.348, 3.670,  9.553
-181.233, 58.225, 3.682,  9.586
-181.234, 58.102, 3.695,  9.619
-181.235, 57.978, 3.707,  9.652
-181.236, 57.855, 3.719,  9.685
-181.237, 57.730, 3.731,  9.718
-181.238, 57.606, 3.744,  9.751
-181.239, 57.481, 3.756,  9.784
-181.240, 57.355, 3.769,  9.817
-181.241, 57.229, 3.781,  9.850
-181.242, 57.103, 3.794,  9.883
-181.243, 56.976, 3.806,  9.916
-181.244, 56.849, 3.819,  9.949
-181.245, 56.721, 3.831,  9.982
-181.246, 56.593, 3.844, 10.015
-181.247, 56.465, 3.857, 10.048
-181.248, 56.336, 3.870, 10.081
-181.249, 56.206, 3.883, 10.114
-181.250, 56.077, 3.895, 10.147
-181.250, 55.947, 3.908, 10.180
-181.251, 55.816, 3.921, 10.213
-181.252, 55.685, 3.934, 10.246
-181.253, 55.553, 3.947, 10.279
-181.254, 55.422, 3.959, 10.312
-181.255, 55.289, 3.972, 10.345
-181.256, 55.157, 3.985, 10.378
-181.256, 55.023, 3.998, 10.411
-181.257, 54.890, 4.011, 10.444
-181.258, 54.756, 4.025, 10.477
-181.259, 54.621, 4.038, 10.510
-181.259, 54.486, 4.051, 10.543
-181.260, 54.351, 4.064, 10.576
-181.261, 54.215, 4.078, 10.609
-181.262, 54.079, 4.091, 10.642
-181.262, 53.942, 4.104, 10.675
-181.263, 53.805, 4.118, 10.708
-181.264, 53.667, 4.131, 10.741
-181.265, 53.529, 4.145, 10.774
-181.265, 53.391, 4.158, 10.807
-181.266, 53.252, 4.172, 10.840
-181.267, 53.113, 4.186, 10.873
-181.267, 52.973, 4.199, 10.906
-181.268, 52.832, 4.213, 10.939
-181.269, 52.692, 4.227, 10.972
-181.269, 52.550, 4.241, 11.005
-181.270, 52.409, 4.255, 11.038
-181.271, 52.266, 4.269, 11.071
-181.271, 52.124, 4.283, 11.104
-181.272, 51.981, 4.297, 11.137
-181.273, 51.837, 4.311, 11.170
-181.273, 51.693, 4.325, 11.203
-181.274, 51.549, 4.339, 11.236
-181.274, 51.404, 4.353, 11.269
-181.275, 51.258, 4.368, 11.302
-181.275, 51.112, 4.382, 11.335
-181.276, 50.966, 4.396, 11.368
-181.277, 50.819, 4.411, 11.401
-181.277, 50.671, 4.425, 11.434
-181.278, 50.524, 4.440, 11.467
-181.278, 50.375, 4.454, 11.500
-181.279, 50.226, 4.469, 11.533
-181.279, 50.077, 4.484, 11.566
-181.280, 49.927, 4.498, 11.599
-181.280, 49.777, 4.513, 11.632
-181.281, 49.626, 4.528, 11.665
-181.281, 49.475, 4.543, 11.698
-181.282, 49.323, 4.558, 11.731
-181.282, 49.171, 4.573, 11.764
-181.283, 49.018, 4.588, 11.797
-181.283, 48.865, 4.603, 11.830
-181.284, 48.711, 4.618, 11.863
-181.284, 48.556, 4.633, 11.896
-181.285, 48.402, 4.648, 11.929
-181.285, 48.246, 4.664, 11.962
-181.286, 48.090, 4.679, 11.995
-181.286, 47.934, 4.694, 12.028
-181.286, 47.777, 4.710, 12.061
-181.287, 47.620, 4.725, 12.094
-181.287, 47.462, 4.741, 12.127
-181.288, 47.304, 4.756, 12.160
-181.288, 47.145, 4.772, 12.193
-181.288, 46.985, 4.788, 12.226
-181.289, 46.825, 4.803, 12.259
-181.289, 46.665, 4.819, 12.292
-181.290, 46.504, 4.835, 12.325
-181.290, 46.342, 4.851, 12.358
-181.290, 46.180, 4.867, 12.391
-181.291, 46.017, 4.883, 12.424
-181.291, 45.854, 4.899, 12.457
-181.291, 45.690, 4.915, 12.490
-181.292, 45.526, 4.931, 12.523
-181.292, 45.361, 4.947, 12.556
-181.293, 45.196, 4.964, 12.589
-181.293, 45.030, 4.980, 12.622
-181.293, 44.864, 4.997, 12.655
-181.294, 44.697, 5.013, 12.688
-181.294, 44.529, 5.030, 12.721
-181.294, 44.361, 5.046, 12.754
-181.294, 44.193, 5.063, 12.787
-181.295, 44.023, 5.080, 12.820
-181.295, 43.854, 5.096, 12.853
-181.295, 43.683, 5.112, 12.886
-181.296, 43.513, 5.118, 12.919
-181.296, 43.343, 5.105, 12.952
-181.296, 43.173, 5.088, 12.985
-181.296, 43.004, 5.077, 13.018
-181.297, 42.835, 5.073, 13.051
-181.297, 42.666, 5.075, 13.084
-181.297, 42.497, 5.084, 13.117
-181.298, 42.327, 5.101, 13.150
-181.298, 42.156, 5.125, 13.183
-181.298, 41.985, 5.155, 13.216
-181.298, 41.812, 5.190, 13.249
-181.298, 41.637, 5.231, 13.282
-181.299, 41.462, 5.274, 13.315
-181.299, 41.284, 5.319, 13.348
-181.299, 41.106, 5.364, 13.381
-181.299, 40.926, 5.407, 13.414
-181.300, 40.744, 5.446, 13.447
-181.300, 40.562, 5.480, 13.480
-181.300, 40.378, 5.509, 13.513
-181.300, 40.194, 5.531, 13.546
-181.300, 40.010, 5.548, 13.579
-181.301, 39.824, 5.560, 13.612
-181.301, 39.639, 5.568, 13.645
-181.301, 39.454, 5.572, 13.678
-181.301, 39.268, 5.576, 13.711
-181.301, 39.082, 5.578, 13.744
-181.302, 38.897, 5.581, 13.777
-181.302, 38.711, 5.585, 13.810
-181.302, 38.524, 5.591, 13.843
-181.302, 38.338, 5.600, 13.876
-181.302, 38.151, 5.611, 13.909
-181.302, 37.964, 5.626, 13.942
-181.302, 37.776, 5.644, 13.975
-181.303, 37.587, 5.665, 14.008
-181.303, 37.398, 5.688, 14.041
-181.303, 37.207, 5.715, 14.074
-181.303, 37.016, 5.742, 14.107
-181.303, 36.824, 5.772, 14.140
-181.303, 36.631, 5.801, 14.173
-181.303, 36.437, 5.830, 14.206
-181.303, 36.241, 5.859, 14.239
-181.303, 36.045, 5.886, 14.272
-181.304, 35.849, 5.912, 14.305
-181.304, 35.651, 5.935, 14.338
-181.304, 35.453, 5.956, 14.371
-181.304, 35.254, 5.976, 14.404
-181.304, 35.054, 5.993, 14.437
-181.304, 34.854, 6.009, 14.470
-181.304, 34.654, 6.024, 14.503
-181.304, 34.453, 6.038, 14.536
-181.304, 34.251, 6.052, 14.569
-181.304, 34.049, 6.066, 14.602
-181.304, 33.847, 6.080, 14.635
-181.304, 33.644, 6.096, 14.668
-181.304, 33.440, 6.112, 14.701
-181.304, 33.236, 6.130, 14.734
-181.304, 33.031, 6.149, 14.767
-181.304, 32.826, 6.170, 14.800
-181.304, 32.620, 6.191, 14.833
-181.304, 32.413, 6.214, 14.866
-181.304, 32.205, 6.238, 14.899
-181.304, 31.997, 6.262, 14.932
-181.304, 31.787, 6.287, 14.965
-181.304, 31.577, 6.312, 14.998
-181.304, 31.366, 6.336, 15.031
-181.304, 31.154, 6.361, 15.064
-181.304, 30.942, 6.384, 15.097
-181.304, 30.728, 6.407, 15.130
-181.304, 30.514, 6.429, 15.163
-181.304, 30.299, 6.450, 15.196
-181.304, 30.084, 6.471, 15.229
-181.304, 29.868, 6.491, 15.262
-181.304, 29.651, 6.511, 15.295
-181.304, 29.434, 6.530, 15.328
-181.304, 29.216, 6.549, 15.361
-181.304, 28.997, 6.569, 15.394
-181.304, 28.778, 6.588, 15.427
-181.304, 28.558, 6.608, 15.460
-181.304, 28.337, 6.629, 15.493
-181.304, 28.115, 6.650, 15.526
-181.304, 27.893, 6.672, 15.559
-181.304, 27.670, 6.694, 15.592
-181.303, 27.447, 6.717, 15.625
-181.303, 27.222, 6.741, 15.658
-181.303, 26.997, 6.765, 15.691
-181.303, 26.771, 6.789, 15.724
-181.303, 26.544, 6.813, 15.757
-181.303, 26.316, 6.836, 15.790
-181.303, 26.088, 6.860, 15.823
-181.303, 25.859, 6.883, 15.856
-181.302, 25.629, 6.905, 15.889
-181.302, 25.398, 6.928, 15.922
-181.302, 25.167, 6.950, 15.955
-181.302, 24.935, 6.972, 15.988
-181.302, 24.702, 6.994, 16.021
-181.302, 24.468, 7.016, 16.054
-181.301, 24.234, 7.038, 16.087
-181.301, 23.999, 7.060, 16.120
-181.301, 23.763, 7.083, 16.153
-181.301, 23.526, 7.106, 16.186
-181.301, 23.289, 7.129, 16.219
-181.300, 23.051, 7.152, 16.252
-181.300, 22.812, 7.176, 16.285
-181.300, 22.572, 7.200, 16.318
-181.300, 22.331, 7.224, 16.351
-181.300, 22.090, 7.248, 16.384
-181.299, 21.848, 7.273, 16.417
-181.299, 21.605, 7.297, 16.450
-181.299, 21.361, 7.322, 16.483
-181.299, 21.116, 7.347, 16.516
-181.298, 20.871, 7.371, 16.549
-181.298, 20.624, 7.396, 16.582
-181.298, 20.377, 7.420, 16.615
-181.298, 20.129, 7.445, 16.648
-181.297, 19.880, 7.469, 16.681
-181.297, 19.631, 7.494, 16.714
-181.297, 19.381, 7.518, 16.747
-181.296, 19.129, 7.542, 16.780
-181.296, 18.877, 7.566, 16.813
-181.296, 18.625, 7.591, 16.846
-181.295, 18.371, 7.615, 16.879
-181.295, 18.116, 7.640, 16.912
-181.295, 17.861, 7.664, 16.945
-181.294, 17.605, 7.689, 16.978
-181.294, 17.348, 7.714, 17.011
-181.294, 17.090, 7.739, 17.044
-181.293, 16.832, 7.764, 17.077
-181.293, 16.572, 7.790, 17.110
-181.293, 16.312, 7.815, 17.143
-181.292, 16.051, 7.841, 17.176
-181.292, 15.789, 7.867, 17.209
-181.292, 15.526, 7.893, 17.242
-181.291, 15.262, 7.919, 17.275
-181.291, 14.997, 7.946, 17.308
-181.290, 14.732, 7.972, 17.341
-181.290, 14.466, 7.999, 17.374
-181.290, 14.198, 8.025, 17.407
-181.289, 13.930, 8.052, 17.440
-181.289, 13.661, 8.078, 17.473
-181.288, 13.391, 8.105, 17.506
-181.288, 13.120, 8.132, 17.539
-181.287, 12.848, 8.158, 17.572
-181.287, 12.576, 8.185, 17.605
-181.286, 12.302, 8.212, 17.638
-181.286, 12.028, 8.239, 17.671
-181.285, 11.753, 8.266, 17.704
-181.285, 11.476, 8.293, 17.737
-181.285, 11.199, 8.320, 17.770
-181.284, 10.921, 8.348, 17.803
-181.283, 10.642, 8.375, 17.836
-181.283, 10.362, 8.403, 17.869
-181.282, 10.082, 8.430, 17.902
-181.282, 9.800, 8.458, 17.935
-181.281, 9.517, 8.486, 17.968
-181.281, 9.234, 8.514, 18.001
-181.280, 8.949, 8.542, 18.034
-181.280, 8.664, 8.570, 18.067
-181.279, 8.377, 8.598, 18.100
-181.279, 8.090, 8.627, 18.133
-181.278, 7.802, 8.655, 18.166
-181.277, 7.512, 8.684, 18.199
-181.277, 7.222, 8.712, 18.232
-181.276, 6.931, 8.741, 18.265
-181.276, 6.639, 8.770, 18.298
-181.275, 6.346, 8.798, 18.331
-181.274, 6.052, 8.827, 18.364
-181.274, 5.757, 8.856, 18.397
-181.273, 5.461, 8.885, 18.430
-181.272, 5.164, 8.915, 18.463
-181.272, 4.866, 8.944, 18.496
-181.271, 4.567, 8.973, 18.529
-181.271, 4.268, 9.003, 18.562
-181.270, 3.967, 9.033, 18.595
-181.269, 3.665, 9.062, 18.628
-181.268, 3.362, 9.092, 18.661
-181.268, 3.058, 9.122, 18.694
-181.267, 2.753, 9.152, 18.727
-181.266, 2.448, 9.182, 18.760
-181.266, 2.141, 9.212, 18.793
-181.265, 1.833, 9.243, 18.826
-181.264, 1.524, 9.273, 18.859
-181.263, 1.214, 9.304, 18.892
-181.263, 0.903, 9.334, 18.925
-181.262, 0.591, 9.365, 18.958
-181.261, 0.278, 9.396, 18.991
-181.260, -0.036, 9.427, 19.024
-181.259, -0.351, 9.458, 19.057
-181.259, -0.667, 9.489, 19.090
-181.258, -0.984, 9.520, 19.123
-181.257, -1.302, 9.551, 19.156
-181.256, -1.621, 9.583, 19.189
-181.255, -1.941, 9.614, 19.222
-181.254, -2.263, 9.646, 19.255
-181.254, -2.585, 9.677, 19.288
-181.253, -2.908, 9.709, 19.321
-181.252, -3.233, 9.741, 19.354
-181.251, -3.558, 9.773, 19.387
-181.250, -3.885, 9.805, 19.420
-181.249, -4.212, 9.837, 19.453
-181.248, -4.541, 9.870, 19.486
-181.247, -4.871, 9.902, 19.519
-181.246, -5.202, 9.935, 19.552
-181.245, -5.534, 9.967, 19.585
-181.245, -5.867, 10.000, 19.618
-181.244, -6.201, 10.033, 19.651
-181.243, -6.536, 10.066, 19.684
-181.242, -6.873, 10.099, 19.717
-181.241, -7.210, 10.132, 19.750
-181.240, -7.549, 10.166, 19.783
-181.239, -7.889, 10.199, 19.816
-181.238, -8.229, 10.232, 19.849
-181.237, -8.571, 10.266, 19.882
-181.235, -8.914, 10.300, 19.915
-181.234, -9.259, 10.334, 19.948
-181.233, -9.604, 10.368, 19.981
-181.232, -9.950, 10.402, 20.014
-181.231, -10.298, 10.436, 20.047
-181.230, -10.647, 10.470, 20.080
-181.229, -10.996, 10.504, 20.113
-181.228, -11.347, 10.539, 20.146
-181.227, -11.700, 10.573, 20.179
-181.226, -12.053, 10.608, 20.212
-181.224, -12.407, 10.643, 20.245
-181.223, -12.763, 10.678, 20.278
-181.222, -13.120, 10.713, 20.311
-181.221, -13.478, 10.748, 20.344
-181.220, -13.837, 10.783, 20.377
-181.219, -14.197, 10.819, 20.410
-181.217, -14.559, 10.854, 20.443
-181.216, -14.922, 10.890, 20.476
-181.215, -15.286, 10.925, 20.509
-181.214, -15.651, 10.961, 20.542
-181.212, -16.017, 10.997, 20.575
-181.211, -16.384, 11.033, 20.608
-181.210, -16.753, 11.069, 20.641
-181.209, -17.123, 11.106, 20.674
-181.207, -17.494, 11.142, 20.707
-181.206, -17.866, 11.179, 20.740
-181.205, -18.240, 11.215, 20.773
-181.203, -18.615, 11.252, 20.806
-181.202, -18.991, 11.289, 20.839
-181.201, -19.368, 11.326, 20.872
-181.199, -19.746, 11.363, 20.905
-181.198, -20.126, 11.400, 20.938
-181.196, -20.507, 11.437, 20.971
-181.195, -20.889, 11.475, 21.004
-181.194, -21.273, 11.513, 21.037
-181.192, -21.657, 11.550, 21.070
-181.191, -22.043, 11.589, 21.103
-181.189, -22.431, 11.627, 21.136
-181.188, -22.819, 11.665, 21.169
-181.186, -23.209, 11.704, 21.202
-181.185, -23.600, 11.743, 21.235
-181.183, -23.993, 11.782, 21.268
-181.182, -24.386, 11.821, 21.301
-181.180, -24.781, 11.860, 21.334
-181.179, -25.178, 11.900, 21.367
-181.177, -25.575, 11.939, 21.400
-181.175, -25.974, 11.979, 21.433
-181.174, -26.375, 12.019, 21.466
-181.172, -26.776, 12.059, 21.499
-181.171, -27.179, 12.099, 21.532
-181.169, -27.584, 12.140, 21.565
-181.167, -27.989, 12.180, 21.598
-181.166, -28.396, 12.221, 21.631
-181.164, -28.805, 12.261, 21.664
-181.162, -29.214, 12.302, 21.697
-181.161, -29.626, 12.343, 21.730
-181.159, -30.038, 12.384, 21.763
-181.157, -30.452, 12.425, 21.796
-181.155, -30.867, 12.467, 21.829
-181.154, -31.284, 12.508, 21.862
-181.152, -31.702, 12.549, 21.895
-181.150, -32.121, 12.591, 21.928
-181.148, -32.542, 12.633, 21.961
-181.146, -32.964, 12.674, 21.994
-181.145, -33.388, 12.716, 22.027
-181.143, -33.813, 12.758, 22.060
-181.141, -34.239, 12.800, 22.093
-181.139, -34.667, 12.843, 22.126
-181.137, -35.096, 12.885, 22.159
-181.135, -35.526, 12.928, 22.192
-181.133, -35.958, 12.970, 22.225
-181.131, -36.392, 13.013, 22.258
-181.129, -36.827, 13.056, 22.291
-181.127, -37.263, 13.099, 22.324
-181.125, -37.701, 13.142, 22.357
-181.123, -38.140, 13.186, 22.390
-181.121, -38.580, 13.229, 22.423
-181.119, -39.023, 13.273, 22.456
-181.117, -39.466, 13.317, 22.489
-181.115, -39.911, 13.361, 22.522
-181.113, -40.358, 13.405, 22.555
-181.111, -40.806, 13.449, 22.588
-181.109, -41.255, 13.494, 22.621
-181.107, -41.706, 13.538, 22.654
-181.105, -42.158, 13.583, 22.687
-181.102, -42.612, 13.628, 22.720
-181.100, -43.068, 13.673, 22.753
-181.098, -43.525, 13.718, 22.786
-181.096, -43.983, 13.764, 22.819
-181.094, -44.443, 13.809, 22.852
-181.091, -44.904, 13.855, 22.885
-181.089, -45.367, 13.901, 22.918
-181.087, -45.832, 13.947, 22.951
-181.084, -46.298, 13.993, 22.984
-181.082, -46.766, 14.039, 23.017
-181.080, -47.235, 14.085, 23.050
